signal_id,signal_name,customer_id,detected_date,evidence_metric_1,evidence_metric_2,segment,behavioral_state,signal_strength,explanation,signal_limitation
2575,HIGH_FREQUENCY_LOW_VALUE,16607,2011-12-31,Order Frequency: 25 orders (>= P80: 8),AOV: 228.27 (<= P40: 233.82),High-Value Stable,SOFTENING,Low,Highly frequent ordering behavior (25 lifetime orders) paired with modest average basket value (228.27).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2576,POSITIVE_MOMENTUM,16607,2011-12-31,Spend Momentum: +96.2% (>= +25.0%),Order Momentum: +33.3% (>= +25.0%),High-Value Stable,SOFTENING,Low,Customer shows synchronized double-digit expansion across recent 90d spend (+96.2%) and order volume (+33.3%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2577,POSITIVE_MOMENTUM,16613,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2578,POSITIVE_MOMENTUM,16618,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2579,POSITIVE_MOMENTUM,16620,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,REACTIVATED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2580,POSITIVE_MOMENTUM,16624,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2581,POSITIVE_MOMENTUM,16626,2011-12-31,Spend Momentum: +190.6% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+190.6%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2582,POSITIVE_MOMENTUM,16627,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2583,POSITIVE_MOMENTUM,16633,2011-12-31,Spend Momentum: +268.8% (>= +25.0%),Order Momentum: +200.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+268.8%) and order volume (+200.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2584,HISTORICAL_VALUE_DORMANT,16636,2011-12-31,"Historical Value: 3,802.04 (>= P80: 2,910.08)",Inactivity: 438 days since last purchase (> 120d),Low-Activity / Long-Recency,DORMANT,High,"Tier-1 historical customer (3,802.04 total spend) has lapsed into dormancy with 438 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2585,POSITIVE_MOMENTUM,16637,2011-12-31,Spend Momentum: +174.9% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+174.9%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2586,HIGH_FREQUENCY_LOW_VALUE,16638,2011-12-31,Order Frequency: 15 orders (>= P80: 8),AOV: 158.68 (<= P40: 233.82),High-Value Stable,SOFTENING,Medium,Highly frequent ordering behavior (15 lifetime orders) paired with modest average basket value (158.68).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2587,BROAD_ENGAGEMENT_SOFTENING,16638,2011-12-31,Catalog Breadth: 130 SKUs (>= P70: 85),Frequency Momentum: -66.7% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (130 SKUs) shows declining order cadence (-66.7% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2588,POSITIVE_MOMENTUM,16639,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2589,POSITIVE_MOMENTUM,16642,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,REACTIVATED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2590,POSITIVE_MOMENTUM,16648,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2591,POSITIVE_MOMENTUM,16650,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2592,POSITIVE_MOMENTUM,16653,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2593,HIGH_FREQUENCY_LOW_VALUE,16654,2011-12-31,Order Frequency: 8 orders (>= P80: 8),AOV: 185.51 (<= P40: 233.82),Low-Activity / Long-Recency,DORMANT,Medium,Highly frequent ordering behavior (8 lifetime orders) paired with modest average basket value (185.51).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2594,POSITIVE_MOMENTUM,16655,2011-12-31,Spend Momentum: +202.0% (>= +25.0%),Order Momentum: +200.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+202.0%) and order volume (+200.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2595,HIGH_VALUE_SOFTENING,16656,2011-12-31,"Historical Value: 16,833.17 (>= P80: 2,910.08)",Value Momentum: -57.6% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 16,833.17) but experienced a -57.6% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2596,POSITIVE_MOMENTUM,16657,2011-12-31,Spend Momentum: +130.6% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+130.6%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2597,POSITIVE_MOMENTUM,16660,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2598,POSITIVE_MOMENTUM,16666,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2599,POSITIVE_MOMENTUM,16667,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2600,HIGH_FREQUENCY_LOW_VALUE,16668,2011-12-31,Order Frequency: 13 orders (>= P80: 8),AOV: 66.34 (<= P40: 233.82),Low-Activity / Long-Recency,SOFTENING,High,Highly frequent ordering behavior (13 lifetime orders) paired with modest average basket value (66.34).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2601,POSITIVE_MOMENTUM,16669,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2602,HIGH_VALUE_SOFTENING,16670,2011-12-31,"Historical Value: 8,030.15 (>= P80: 2,910.08)",Value Momentum: -33.7% (<= -25.0%),High-Value Stable,ENGAGED,Low,"Customer is in the top spend quintile (spend 8,030.15) but experienced a -33.7% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2603,HIGH_VALUE_SOFTENING,16672,2011-12-31,"Historical Value: 8,134.94 (>= P80: 2,910.08)",Value Momentum: -55.6% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 8,134.94) but experienced a -55.6% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2604,POSITIVE_MOMENTUM,16676,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2605,POSITIVE_MOMENTUM,16680,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2606,POSITIVE_MOMENTUM,16684,2011-12-31,Spend Momentum: +272.1% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+272.1%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2607,EMERGING_BROADENING,16685,2011-12-31,State: EMERGING (Tenure: 61 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2608,POSITIVE_MOMENTUM,16685,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2609,HIGH_VALUE_SOFTENING,16686,2011-12-31,"Historical Value: 4,881.07 (>= P80: 2,910.08)",Value Momentum: -53.5% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 4,881.07) but experienced a -53.5% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2610,BROAD_ENGAGEMENT_SOFTENING,16686,2011-12-31,Catalog Breadth: 549 SKUs (>= P70: 85),Frequency Momentum: -50.0% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (549 SKUs) shows declining order cadence (-50.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2611,EMERGING_BROADENING,16688,2011-12-31,State: EMERGING (Tenure: 60 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2612,POSITIVE_MOMENTUM,16688,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2613,POSITIVE_MOMENTUM,16689,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2614,POSITIVE_MOMENTUM,16690,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2615,POSITIVE_MOMENTUM,16693,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2616,HIGH_VALUE_SOFTENING,16701,2011-12-31,"Historical Value: 9,916.73 (>= P80: 2,910.08)",Value Momentum: -27.2% (<= -25.0%),High-Value Stable,ENGAGED,Low,"Customer is in the top spend quintile (spend 9,916.73) but experienced a -27.2% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2617,BROAD_ENGAGEMENT_SOFTENING,16701,2011-12-31,Catalog Breadth: 154 SKUs (>= P70: 85),Frequency Momentum: -25.0% (<= -25.0%),High-Value Stable,ENGAGED,Low,Customer historically active across broad catalog (154 SKUs) shows declining order cadence (-25.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2618,POSITIVE_MOMENTUM,16705,2011-12-31,Spend Momentum: +34.1% (>= +25.0%),Order Momentum: +400.0% (>= +25.0%),High-Value Stable,ENGAGED,Low,Customer shows synchronized double-digit expansion across recent 90d spend (+34.1%) and order volume (+400.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2619,BROAD_ENGAGEMENT_SOFTENING,16706,2011-12-31,Catalog Breadth: 108 SKUs (>= P70: 85),Frequency Momentum: -50.0% (<= -25.0%),Low-Activity / Long-Recency,SOFTENING,High,Customer historically active across broad catalog (108 SKUs) shows declining order cadence (-50.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2620,EMERGING_BROADENING,16708,2011-12-31,State: EMERGING (Tenure: 45 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2621,POSITIVE_MOMENTUM,16708,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2622,POSITIVE_MOMENTUM,16709,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2623,POSITIVE_MOMENTUM,16710,2011-12-31,Spend Momentum: +206.9% (>= +25.0%),Order Momentum: +200.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+206.9%) and order volume (+200.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2624,POSITIVE_MOMENTUM,16711,2011-12-31,Spend Momentum: +138.3% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+138.3%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2625,BROAD_ENGAGEMENT_SOFTENING,16712,2011-12-31,Catalog Breadth: 301 SKUs (>= P70: 85),Frequency Momentum: -25.0% (<= -25.0%),High-Value Stable,ENGAGED,Low,Customer historically active across broad catalog (301 SKUs) shows declining order cadence (-25.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2626,POSITIVE_MOMENTUM,16713,2011-12-31,Spend Momentum: +116.3% (>= +25.0%),Order Momentum: +33.3% (>= +25.0%),High-Value Stable,ENGAGED,Low,Customer shows synchronized double-digit expansion across recent 90d spend (+116.3%) and order volume (+33.3%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2627,POSITIVE_MOMENTUM,16715,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2628,BROAD_ENGAGEMENT_SOFTENING,16717,2011-12-31,Catalog Breadth: 274 SKUs (>= P70: 85),Frequency Momentum: -33.3% (<= -25.0%),High-Value Stable,ENGAGED,Low,Customer historically active across broad catalog (274 SKUs) shows declining order cadence (-33.3% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2629,HISTORICAL_VALUE_DORMANT,16718,2011-12-31,"Historical Value: 3,006.08 (>= P80: 2,910.08)",Inactivity: 369 days since last purchase (> 120d),Low-Activity / Long-Recency,DORMANT,High,"Tier-1 historical customer (3,006.08 total spend) has lapsed into dormancy with 369 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2630,POSITIVE_MOMENTUM,16719,2011-12-31,Spend Momentum: +57.8% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+57.8%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2631,POSITIVE_MOMENTUM,16720,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2632,BROAD_ENGAGEMENT_SOFTENING,16722,2011-12-31,Catalog Breadth: 145 SKUs (>= P70: 85),Frequency Momentum: -25.0% (<= -25.0%),High-Value Stable,SOFTENING,Low,Customer historically active across broad catalog (145 SKUs) shows declining order cadence (-25.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2633,BROAD_ENGAGEMENT_SOFTENING,16723,2011-12-31,Catalog Breadth: 108 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),Low-Activity / Long-Recency,SOFTENING,High,Customer historically active across broad catalog (108 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2634,HIGH_FREQUENCY_LOW_VALUE,16725,2011-12-31,Order Frequency: 14 orders (>= P80: 8),AOV: 120.59 (<= P40: 233.82),High-Value Stable,DORMANT,High,Highly frequent ordering behavior (14 lifetime orders) paired with modest average basket value (120.59).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2635,POSITIVE_MOMENTUM,16726,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2636,BROAD_ENGAGEMENT_SOFTENING,16729,2011-12-31,Catalog Breadth: 234 SKUs (>= P70: 85),Frequency Momentum: -33.3% (<= -25.0%),High-Value Stable,SOFTENING,Low,Customer historically active across broad catalog (234 SKUs) shows declining order cadence (-33.3% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2637,POSITIVE_MOMENTUM,16730,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2638,POSITIVE_MOMENTUM,16732,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2639,HIGH_VALUE_SOFTENING,16735,2011-12-31,"Historical Value: 6,217.41 (>= P80: 2,910.08)",Value Momentum: -65.8% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 6,217.41) but experienced a -65.8% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2640,BROAD_ENGAGEMENT_SOFTENING,16735,2011-12-31,Catalog Breadth: 178 SKUs (>= P70: 85),Frequency Momentum: -50.0% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (178 SKUs) shows declining order cadence (-50.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2641,HISTORICAL_VALUE_DORMANT,16736,2011-12-31,"Historical Value: 2,956.56 (>= P80: 2,910.08)",Inactivity: 505 days since last purchase (> 120d),Low-Activity / Long-Recency,DORMANT,High,"Tier-1 historical customer (2,956.56 total spend) has lapsed into dormancy with 505 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2642,POSITIVE_MOMENTUM,16737,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2643,HIGH_FREQUENCY_LOW_VALUE,16742,2011-12-31,Order Frequency: 14 orders (>= P80: 8),AOV: 199.99 (<= P40: 233.82),High-Value Stable,ENGAGED,Low,Highly frequent ordering behavior (14 lifetime orders) paired with modest average basket value (199.99).,Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2644,POSITIVE_MOMENTUM,16742,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2645,HIGH_VALUE_SOFTENING,16743,2011-12-31,"Historical Value: 4,212.15 (>= P80: 2,910.08)",Value Momentum: -55.9% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 4,212.15) but experienced a -55.9% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2646,BROAD_ENGAGEMENT_SOFTENING,16743,2011-12-31,Catalog Breadth: 118 SKUs (>= P70: 85),Frequency Momentum: -66.7% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (118 SKUs) shows declining order cadence (-66.7% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2647,POSITIVE_MOMENTUM,16744,2011-12-31,Spend Momentum: +123.7% (>= +25.0%),Order Momentum: +33.3% (>= +25.0%),High-Value Stable,ENGAGED,Low,Customer shows synchronized double-digit expansion across recent 90d spend (+123.7%) and order volume (+33.3%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2648,HIGH_VALUE_SOFTENING,16745,2011-12-31,"Historical Value: 7,180.70 (>= P80: 2,910.08)",Value Momentum: -63.5% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 7,180.70) but experienced a -63.5% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2649,BROAD_ENGAGEMENT_SOFTENING,16745,2011-12-31,Catalog Breadth: 148 SKUs (>= P70: 85),Frequency Momentum: -83.3% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (148 SKUs) shows declining order cadence (-83.3% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2650,POSITIVE_MOMENTUM,16746,2011-12-31,Spend Momentum: +48.6% (>= +25.0%),Order Momentum: +50.0% (>= +25.0%),High-Value Stable,SOFTENING,Medium,Customer shows synchronized double-digit expansion across recent 90d spend (+48.6%) and order volume (+50.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2651,EMERGING_BROADENING,16747,2011-12-31,State: EMERGING (Tenure: 67 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
